4	0	1	136
4	0	1	60
4	0	1	55
4	0	1	55
4	0	1	50
4	0	1	50
4	0	1	46
4	0	1	45
4	0	1	42
4	0	1	40
4	0	1	37
4	0	1	35
4	0	1	35
4	0	1	32
4	0	1	28
4	0	1	25
4	0	1	23
4	1	1	11
4	1	1	11
4	0	1	64
4	0	1	62
4	0	1	60
4	0	1	60
4	0	1	59
4	0	1	57
4	0	1	53
4	0	1	53
4	0	1	51
4	0	1	50
4	0	1	50
4	0	1	50
4	0	1	49
4	0	1	47
4	0	1	47
4	0	1	45
4	0	1	45
4	0	1	44
4	0	1	44
4	0	1	44
4	0	1	43
4	0	1	43
4	0	1	43
4	0	1	43
4	0	1	42
4	0	1	42
4	0	1	42
4	0	1	42
4	0	1	42
4	0	1	41
4	0	1	41
4	0	1	40
4	0	1	39
4	0	1	39
4	0	1	38
4	0	1	38
4	0	1	38
4	0	1	38
4	0	1	37
4	0	1	37
4	0	1	36
4	0	1	36
4	0	1	35
4	0	1	34
4	0	1	33
4	0	1	33
4	0	1	33
4	0	1	33
4	0	1	33
4	0	1	32
4	0	1	32
4	0	1	32
4	0	1	31
4	0	1	31
4	0	1	31
4	0	1	30
4	0	1	30
4	0	1	30
4	0	1	29
4	0	1	28
4	0	1	28
4	0	1	28
4	0	1	28
4	0	1	27
4	0	1	27
4	0	1	27
4	0	1	27
4	0	1	27
4	0	1	27
4	0	1	27
4	0	1	27
4	0	1	26
4	0	1	26
4	0	1	26
4	0	1	26
4	0	1	25
4	0	1	25
4	0	1	25
4	0	1	25
4	0	1	25
4	0	1	25
4	0	1	25
4	0	1	24
4	0	1	24
4	0	1	24
4	0	1	24
4	0	1	24
4	0	1	24
4	0	1	24
4	0	1	23
4	0	1	23
4	0	1	23
4	0	1	23
4	0	1	23
4	0	1	23
4	0	1	22
4	0	1	22
4	0	1	22
4	0	1	22
4	0	1	22
4	0	1	22
4	0	1	22
4	0	1	21
4	0	1	21
4	0	1	21
4	0	1	21
4	0	1	21
4	0	1	21
4	0	1	21
4	0	1	21
4	0	1	21
4	0	1	20
4	0	1	20
4	0	1	19
4	0	1	18
4	0	1	18
4	0	1	18
4	0	1	18
4	0	1	18
4	0	1	18
4	0	1	18
4	0	1	17
4	0	1	17
4	0	1	17
4	0	1	17
4	0	1	17
4	0	1	16
4	0	1	16
4	0	1	15
4	0	1	15
4	0	1	15
4	0	1	15
4	0	1	15
4	0	1	14
4	0	1	14
4	0	1	14
4	0	1	14
4	0	1	13
4	0	1	11
4	0	1	10
4	0	1	10
4	0	1	9
4	0	1	8
1	1	1	52
1	1	1	48
1	0	1	45
1	0	1	39
1	0	1	34
1	0	1	33
1	1	1	33
1	1	1	29
1	0	1	28
1	0	1	28
1	0	1	28
1	0	1	28
1	0	1	27
1	0	1	25
1	0	1	24
1	0	1	24
1	0	1	23
1	0	1	22
1	0	1	22
1	0	1	22
1	0	1	22
1	0	1	22
1	1	1	21
1	1	1	21
1	0	1	20
1	0	1	20
